entry,gid,monumentna,descriptio,location,district,state,asicircle,photo,mon_num,pb_name,lat,long
1208,11566,Jasmalnathji Mahadev Temple,Jasmalnathji Mahadev Temple,Asoda,Mehsana,Gujarat,VADODARA CIRCLE,VADGJ154.JPG,VADGJ154,165,23.583405999999982,72.590258
1209,11567,Ajpal Kund,Ajpal Kund,Vadnagar,Mehsana,Gujarat,VADODARA CIRCLE,VADGJ155.JPG,VADGJ155,166,23.782805350574264,72.64834311985622
1210,11568,Inscription  & Arjun Bari Gate,Inscription  & Arjun Bari Gate,Vadnagar,Mehsana,Gujarat,VADODARA CIRCLE,VADGJ156.JPG,VADGJ156,167,23.78840599999998,72.639183
1211,11569,Torana,Torana,Vadnagar,Mehsana,Gujarat,VADODARA CIRCLE,VADGJ157.JPG,VADGJ157,168,23.790811000000005,72.641778
1212,11570,Kund,Kund,Vijapur,Mehsana,Gujarat,VADODARA CIRCLE,VADGJ158.JPG,VADGJ158,169,23.564408,72.757397
1213,11571,"Sun Temple, Survy Kund with adjoining other temples & loose sculptures","Sun Temple, Survy Kund with adjoining other temples & loose sculptures",Modhera,Mehsana,Gujarat,VADODARA CIRCLE,VADGJ159.JPG,VADGJ159,91,23.583527777777775,72.13333333333334
1214,11572,Gateway of Khan Sarover,Gateway of Khan Sarover,Patan,Patan,Gujarat,VADODARA CIRCLE,VADGJ160.JPG,VADGJ160,92,23.839336000000003,72.115192
1215,11573,Rani-ki-Vav,Rani-ki-Vav,Patan,Patan,Gujarat,VADODARA CIRCLE,VADGJ161.JPG,VADGJ161,99,23.858897,72.101758
1216,11574,Sahastralinga Talao (Excavated),Sahastralinga Talao (Excavated),Anavada,Patan,Gujarat,VADODARA CIRCLE,VADGJ162.JPG,VADGJ162,119,23.862949999999984,72.096792
1217,11575,Shaikh Farid Tomb,Shaikh Farid Tomb,Patan,Patan,Gujarat,VADODARA CIRCLE,VADGJ163.JPG,VADGJ163,93,23.86655629242547,72.09648448718247
1218,11576,Jami Masjid,Jami Masjid,Sidhpur,Patan,Gujarat,VADODARA CIRCLE,VADGJ164.JPG,VADGJ164,120,23.91944834187835,72.37921153721287
1219,11577,Ruins of Rudra Mahalaya Temple,Ruins of Rudra Mahalaya Temple,Sidhpur,Patan,Gujarat,VADODARA CIRCLE,VADGJ165.JPG,VADGJ165,120,23.919442000000004,72.379492
1220,11578,Nilkantheshwar Mahadev Temple,Nilkantheshwar Mahadev Temple,Sunak,Patan,Gujarat,VADODARA CIRCLE,VADGJ166.JPG,VADGJ166,121,23.802891999999986,72.318192
1221,11579,Sivai Mata Temple,Sivai Mata Temple,Sunak,Patan,Gujarat,VADODARA CIRCLE,VADGJ167.JPG,VADGJ167,122,23.802969000000004,72.317008
1222,11580,Nilkantheshwar Mahadev Temple,Nilkantheshwar Mahadev Temple,Ruhavi,Patan,Gujarat,VADODARA CIRCLE,VADGJ168.JPG,VADGJ168,170,23.76928599999998,72.300603
1223,11581,Tow small shrines Near Sanderi Mata Temple,Tow small shrines Near Sanderi Mata Temple,Sander,Patan,Gujarat,VADODARA CIRCLE,VADGJ169.JPG,VADGJ169,123,23.767972130727244,72.25930082484639
1224,11582,Sitlamata Temple,Sitlamata Temple,Piludara,Patan,Gujarat,VADODARA CIRCLE,VADGJ170.JPG,VADGJ170,124,23.66492200000002,72.431967
1225,11583,Torana of  Survey Temple,Torana of  Survey Temple,Piludara,Patan,Gujarat,VADODARA CIRCLE,VADGJ171.JPG,VADGJ171,171,23.664018138383014,72.43530411065962
1226,11584,Limboji Mata Temple,Limboji Mata Temple,Delmal,Patan,Gujarat,VADODARA CIRCLE,VADGJ172.JPG,VADGJ172,125,23.641805909175233,71.99396482716622
1227,11585,House where Mahatma Gandhi was born,House where Mahatma Gandhi was born,Porbandar,Porbandar,Gujarat,VADODARA CIRCLE,VADGJ173.JPG,VADGJ173,126,21.641208000000006,69.600783
1228,11586,Old Parsvanth Temple,Old Parsvanth Temple,Miyani,Porbandar,Gujarat,VADODARA CIRCLE,VADGJ174.JPG,VADGJ174,127,21.83951923860343,69.38236398747246
1229,11587,Dhank Caves,Dhank Caves,Dhank,Rajkot,Gujarat,VADODARA CIRCLE,VADGJ175.JPG,VADGJ175,172,21.78134399999999,70.124136
1230,11588,Tomb of Sikandarshah,Tomb of Sikandarshah,Prantij,Sabarkantha,Gujarat,VADODARA CIRCLE,VADGJ176.JPG,VADGJ176,128,23.435636000000002,72.857639
1231,11589,Group of Temple,Group of Temple,Khed & Roda,Sabarkantha,Gujarat,VADODARA CIRCLE,VADGJ177.JPG,VADGJ177,173,23.657686930057295,73.08172058635496
1232,11590,Dargah known as Khawaja Dana Saheb¦s Rouza,Dargah known as Khawaja Dana Saheb¦s Rouza,Surat,Surat,Gujarat,VADODARA CIRCLE,VADGJ178.JPG,VADGJ178,138,21.191107287245643,72.82165172445212
1233,11591,Old English Tombs,Old English Tombs,Surat,Surat,Gujarat,VADODARA CIRCLE,VADGJ179.JPG,VADGJ179,94,21.212567000000007,72.828553
1234,11592,Tomb of Khawaja Safar Sulemani,Tomb of Khawaja Safar Sulemani,Surat,Surat,Gujarat,VADODARA CIRCLE,VADGJ180.JPG,VADGJ180,95,21.20421500162378,72.82362160056717
1235,11593,Old Dutch & Armenian Tombs & Cemetaries,Old Dutch & Armenian Tombs & Cemetaries,Surat,Surat,Gujarat,VADODARA CIRCLE,VADGJ181.JPG,VADGJ181,96,21.209575,72.827289
1236,11594,Ancient site comprising S. Plot No.535,Ancient site comprising S. Plot No.535,Kamrej,Surat,Gujarat,VADODARA CIRCLE,VADGJ182.JPG,VADGJ182,108,21.28246399999999,72.966803
1237,11595,Fateh Burj,Fateh Burj,Vyara,Surat,Gujarat,VADODARA CIRCLE,VADGJ183.JPG,VADGJ183,129,21.114575000000002,73.395044
1238,11596,Ranak Devi¦s Temple,Ranak Devi¦s Temple,Wadhwan,Surendranagar,Gujarat,VADODARA CIRCLE,VADGJ184.JPG,VADGJ184,130,22.714293999999995,71.675203
1239,11597,Ancient Mound,Ancient Mound,Rangpur,Surendranagar,Gujarat,VADODARA CIRCLE,VADGJ185.JPG,VADGJ185,174,22.400441999999998,71.928586
1240,11598,Sun Temple,Sun Temple,Thangadh,Surendranagar,Gujarat,VADODARA CIRCLE,VADGJ186.JPG,VADGJ186,131,22.597278000000003,71.214819
1241,11599,Navlakha Temple,Navlakha Temple,Sejakpur,Surendranagar,Gujarat,VADODARA CIRCLE,VADGJ187.JPG,VADGJ187,97,22.45773600000001,71.413689
1242,11600,Darbargarh,Darbargarh,Halvad,Surendranagar,Gujarat,VADODARA CIRCLE,VADGJ189.JPG,VADGJ189,132,23.011725,71.178936
1243,11601,Ananteshwara Temple,Ananteshwara Temple,Bhadia Anandpur,Surendranagar,Gujarat,VADODARA CIRCLE,VADGJ190.JPG,VADGJ190,133,22.224494000000007,71.16805
1244,11602,Frescoes on the walls of Bhau Tambekar¦s Wada,Frescoes on the walls of Bhau Tambekar¦s Wada,Vadodara,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ191.JPG,VADGJ191,100,22.302778000000004,73.199167
1245,11603,Historic Site S.No. 431 to 435,Historic Site S.No. 431 to 435,Vadodara,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ192.JPG,VADGJ192,101,22.300819000000004,73.181394
1246,11604,Hazira or Qutbuddin Mahmad Khan¦s Tomb,Hazira or Qutbuddin Mahmad Khan¦s Tomb,Danteshwar,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ193.JPG,VADGJ193,140,22.277874999999995,73.206903
1247,11605,Ancient Site (Excavated),Ancient Site (Excavated),Kayavarohan,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ194.JPG,VADGJ194,176,22.081050000000005,73.249669
1248,11606,Gateway or Torana,Gateway or Torana,Kayavarohan,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ195.JPG,VADGJ195,177,22.08187072586327,73.24840042752187
1249,11607,Ancient site of Sandhiyapura,Ancient site of Sandhiyapura,Goraj,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ196.JPG,VADGJ196,178,22.331553,73.47635
1250,8857,Stone Chariot,Stone Chariot,,Bankura,West Bengal,Kolkata Circle,KOLWB021.JPG,KOLWB021,,23.07541656494142,87.32605743408203
1251,11608,Vadodara Gate & its adjacent construction,Vadodara Gate & its adjacent construction,Dabhoi,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ197.JPG,VADGJ197,134,22.13449200000001,73.416681
1252,11609,"Hira gate with S.No. 38, 41, 45, 47 & Tika No. 102 & 103","Hira gate with S.No. 38, 41, 45, 47 & Tika No. 102 & 103",Dabhoi,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ198.JPG,VADGJ198,180,22.133321999999993,73.426606
1253,11610,Mahudi (Champaneri) Gate & adjacent construction,Mahudi (Champaneri) Gate & adjacent construction,Dabhoi,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ199.JPG,VADGJ199,181,22.137693999999996,73.419433
1254,11611,Nandodi Gate With adjacent construction,Nandodi Gate With adjacent construction,Dabhoi,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ200.JPG,VADGJ200,182,22.129757999999995,73.422506
1255,11612,Saptamukhi Vav,Saptamukhi Vav,Dabhoi,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ201.JPG,VADGJ201,183,22.135233293411545,73.42187214299474
1256,11613,"Microlithic site S.No. 311, 12, 13 & 298","Microlithic site S.No. 311, 12, 13 & 298",Amrapura,Vadodara,Gujarat,VADODARA CIRCLE,VADGJ202.JPG,VADGJ202,184,22.626374794863494,73.24646251307576
1257,11614,Fort walls,Fort walls,On Sea shore,Nani Daman,Gujarat,VADODARA CIRCLE,VADGJ203.JPG,VADGJ203,185,20.413393999999997,72.832058
1258,11615,"Fort Walls including Gates, Structure, Moat, Open Land, Outside & Inline Fort.","Fort Walls including Gates, Structure, Moat, Open Land, Outside & Inline Fort.",Along Sea shore Outside western corner of Moti Daman fort,Moti Daman,Gujarat,VADODARA CIRCLE,VADGJ204.JPG,VADGJ204,186,20.40787499999999,72.832819
1259,11616,Holy jesus Church,Holy jesus Church,Near N.W. Corner of fort area,Moti Daman,Gujarat,VADODARA CIRCLE,VADGJ205.JPG,VADGJ205,187,20.406807999999984,72.834164
1260,11617,Ruined Church,Ruined Church,Near N.W.Corner of fort walls,Moti Daman,Gujarat,VADODARA CIRCLE,VADGJ206.JPG,VADGJ206,188,20.40745799999999,72.830775
1261,11618,The Chapel of Our Lady of Rosario,The Chapel of Our Lady of Rosario,Inside the fort,Moti Daman,Gujarat,VADODARA CIRCLE,VADGJ207.JPG,VADGJ207,189,20.40582215531842,72.8338749217028
1262,11619,The Chapel of Our Lady of Remedios,The Chapel of Our Lady of Remedios,Outside the Darjiwad,Moti Daman,Gujarat,VADODARA CIRCLE,VADGJ208.JPG,VADGJ208,190,20.402856,72.832006
1263,11620,Tower of Silence,Tower of Silence,Diu,Diu,Gujarat,VADODARA CIRCLE,VADGJ209.JPG,VADGJ209,135,20.707303760816615,70.95568444333605
1264,11621,Bangli,Bangli,Diu,Diu,Gujarat,VADODARA CIRCLE,VADGJ210.JPG,VADGJ210,135,20.708118999999982,70.956364
1265,11622,St. Paul¦s Church,St. Paul¦s Church,Outside the fort,Diu,Gujarat,VADODARA CIRCLE,VADGJ211.JPG,VADGJ211,136,20.71454415411982,70.99067211769709
1266,11623,Fort together with the inside building,Fort together with the inside building,Fort walls,Diu,Gujarat,VADODARA CIRCLE,VADGJ212.JPG,VADGJ212,192,20.714788999999996,70.996031
1267,11624,Old Mosque (Jami Masjid),Old Mosque (Jami Masjid),Inside the fort,Diu,Gujarat,VADODARA CIRCLE,VADGJ213.JPG,VADGJ213,137,20.717864000000006,70.984878
1268,11625,Ancient Site Juni- Kuran,Ancient Site Juni- Kuran,Bhuj,Kachchh,Gujarat,VADODARA CIRCLE,VADGJ214.JPG,VADGJ214,193,23.96232538999655,69.7659877420371
1269,11626,Ancient Site/Mound,Ancient Site/Mound,Sihor,Bhavnagar,Gujarat,VADODARA CIRCLE,VADGJ071.JPG,VADGJ071,55,21.704805555555566,71.96320833333333
1270,11627,Ancient Site/Mound,Ancient Site/Mound,Vallabhipur,Bhavnagar,Gujarat,VADODARA CIRCLE,VADGJ073.JPG,VADGJ073,57,21.89402777777778,71.87377777777778
1271,11628,Makai Kothar,Makai Kothar,Pavagadh Hill,Godhra,Gujarat,VADODARA CIRCLE,VADGJ110.JPG,VADGJ110,71,22.465147222222214,73.52230833333333
1272,11629,Gadhi Fortress and Temple in survey No.106,Gadhi Fortress and Temple in survey No.106,Old Dhinki,Jamnagar,Gujarat,VADODARA CIRCLE,VADGJ124.JPG,VADGJ124,78,22.207861111111114,69.08013055555556
1273,11630,Magderu Temple Dhrasanvel,Magderu Temple Dhrasanvel,Dhrasanvel,Jamnagar,Gujarat,VADODARA CIRCLE,VADGJ129.JPG,VADGJ129,80,22.289479927567015,69.05148176094549
1274,11631,Guhadity Temple in Survey No. 655,Guhadity Temple in Survey No. 655,Varvala,Jamnagar,Gujarat,VADODARA CIRCLE,VADGJ130.JPG,VADGJ130,81,22.301062667162185,68.98689784282203
1275,11632,Junagadhi (Jain) Temple,Junagadhi (Jain) Temple,Vasai,Jamnagar,Gujarat,VADODARA CIRCLE,VADGJ131.JPG,VADGJ131,82,22.318005555555544,68.99903055555555
1276,11633,Kankeshvara Mahadev Temple and other shrines,Kankeshvara Mahadev Temple and other shrines,Vasai,Jamnagar,Gujarat,VADODARA CIRCLE,VADGJ132.JPG,VADGJ132,83,22.318555555555548,68.99738888888889
1277,11634,Ancient Mound,Ancient Mound,Intwa,Junagadh,Gujarat,VADODARA CIRCLE,VADGJ137.JPG,VADGJ137,159,21.55123443271603,70.49189900501356
1278,11635,Ancient Site/Mound in Village,Ancient Site/Mound in Village,Sejakpur,Surendranagar,Gujarat,VADODARA CIRCLE,VADGJ188.JPG,VADGJ188,175,22.45672222222221,71.41438611111111
1279,11636,Fresco on the wall of Kashivisvanath temple,Fresco on the wall of Kashivisvanath temple,Padar Singha,Amreli,Gujarat,VADODARA CIRCLE,VADGJ067.JPG,VADGJ067,52,21.661722222222224,71.51522222222222
1280,11637,"Rahemat Bibi Masjid, Mangrol","Rahemat Bibi Masjid, Mangrol",Mangrol,Junagadh,Gujarat,VADODARA CIRCLE,VADGJ139.JPG,VADGJ139,160,21.12821437844002,70.11921870798601
1281,12034,Kashmeri Gate and portion of the City Wall on either side of the Kashmeri Gate,Kashmeri Gate and portion of the City Wall on either side of the Kashmeri Gate,Kashmeri Gate (ISBT),North,Delhi,Delhi Mini Circle,DLMDL024.jpg,DLMDL024D,DLM024D,28.665414619713836,77.2244639093776
1282,12035,Kashmeri Gate and portion of the City Wall on either side of the Kashmeri Gate,Kashmeri Gate and portion of the City Wall on either side of the Kashmeri Gate,Kashmeri Gate (ISBT),North,Delhi,Delhi Mini Circle,DLMDL024.jpg,DLMDL024E,DLM024E,28.667726677612528,77.23083155804704
1283,12036,Kashmeri Gate and portion of the City Wall on either side of the Kashmeri Gate,Kashmeri Gate and portion of the City Wall on either side of the Kashmeri Gate,Kashmeri Gate (ISBT),North,Delhi,Delhi Mini Circle,DLMDL024.jpg,DLMDL024F,DLM024F,28.667757846050513,77.23064147420685
1284,12037,Unknown tomb with blue tiles decoration known as Shisha Gumbad,Unknown tomb with blue tiles decoration known as Shisha Gumbad,Lodi Garden,New Delhi,Delhi,Delhi Mini Circle,DLMDL076.jpg,DLMDL076,DLM076,28.59375928000002,77.22017622700008
1285,12038,"Tomb of Safdarjang (Mirza Muqim Mansur Ali Khan) with all the enclosure walls, gateways, gardens and the mosque","Tomb of Safdarjang (Mirza Muqim Mansur Ali Khan) with all the enclosure walls, gateways, gardens and the mosque",Near Jor Bagh Metro Stn. (in front of Safdarjung fire brigade),New Delhi,Delhi,Delhi Mini Circle,DLMDL050.jpg,DLMDL050,DLM050,28.589286069000025,77.21056720600006
1286,12039,Sunehri Masjid,Sunehri Masjid,"Red Fort, Delhi",North,Delhi,Delhi Mini Circle,DLMDL045.jpg,DLMDL045,DLM045,28.650457738000057,77.23958953800008
1287,12040,Nichlson (Or Kashmeri Gate) Cemetery,Nichlson (Or Kashmeri Gate) Cemetery,Kashmeri Gate near Metro Stn.,North,Delhi,Delhi Mini Circle,DLMDL030.jpg,DLMDL030,DLM030,28.669031342000046,77.22590432300007
1288,8940,Kotwali Darwaja,Kotwali Darwaja,,Maldah,West Bengal,Kolkata Circle,KOLWB086.JPG,KOLWB086,,24.842477777777773,88.14109722222223
1289,12041,"Kotla Feroz Shah Ferozabad remaining walls, bastions and gateways and gardens, the old Mosque, and wall","Kotla Feroz Shah Ferozabad remaining walls, bastions and gateways and gardens, the old Mosque, and wall",Delhi Gate,Central,Delhi,Delhi Mini Circle,DLMDL025.jpg,DLMDL025,DLM025,28.63536481400007,77.24446661000007
1290,14160,Thousand pillared temple,Thousand pillared temple,Hanamkonda,Warangal - Urban,Telangana,Hyderabad Circle,HYDTS008.JPG,HYDTS008,HYD008,18.003755182000077,79.57469995200006
1291,14161,Charminar,Charminar,Hyderabad,Hyderabad,Telangana,Hyderabad Circle,HYDTS003.JPG,HYDTS003,HYD003,17.361606924000057,78.47465722700008
1292,14162,Ramappa temple,Ramappa temple,Palampet,Warangal - Rural,Telangana,Hyderabad Circle,HYDTS006.JPG,HYDTS006,HYD006,18.25930588900009,79.94327904300008
1293,14163,"Warangal fort,defences and gateways","Warangal fort,defences and gateways",Warangal,Warangal - Rural,Telangana,Hyderabad Circle,HYDTS007.JPG,HYDTS007,HYD007,17.956232315000022,79.61532131900003
1294,14164,Ancient mound,Ancient mound,Kondapur,Sangareddy,Telangana,Hyderabad Circle,HYDTS005.JPG,HYDTS005,HYD005,17.545830306000042,78.01429100100006
1295,14165,Navabrahma Temples 1-3,Navabrahma Temples 1-3,Alampur,Gadwal,Telangana,Hyderabad Circle,HYDTS002A.JPG,HYDTS002A,HYD002A,15.87809253253829,78.13576836188537
1296,14166,Navabrahma Temple 6,Navabrahma Temple 6,Alampur,Gadwal,Telangana,Hyderabad Circle,HYDTS105D.JPG,HYDTS002D,HYD002D,15.877155024901995,78.13567794236715
1297,14167,NavabrahmaTemple 4,NavabrahmaTemple 4,Alampur,Gadwal,Telangana,Hyderabad Circle,HYDTS002B.JPG,HYDTS002B,HYD002B,15.877721336621391,78.13574932619733
1298,14168,Navabrahma Temple 7-8,Navabrahma Temple 7-8,Alampur,Gadwal,Telangana,Hyderabad Circle,HYDTS002E.JPG,HYDTS002E,HYD002E,15.877321587172418,78.13526867507414
1299,14169,Navabrahma Temples 9,Navabrahma Temples 9,Alampur,Gadwal,Telangana,Hyderabad Circle,HYDTS002F.JPG,HYDTS002F,HYD002F,15.877699921472328,78.13495101702988
1300,14170,Kudali Sangameswara Temple,Kudali Sangameswara Temple,Alampur,Gadwal,Telangana,Hyderabad Circle,HYDTS002G.JPG,HYDTS002G,HYD002G,15.877647573330208,78.12868857309516
1301,14171,Papanasi Group of Temples,Papanasi Group of Temples,Alampur,Gadwal,Telangana,Hyderabad Circle,HYDTS002H.JPG,HYDTS002H,HYD002H,15.871575188843323,78.12238776035171
1302,14172,NavabrahmaTemple 5,NavabrahmaTemple 5,Alampur,Gadwal,Telangana,Hyderabad Circle,HYDTS002C.JPG,HYDTS002C,HYD002C,15.877396727520349,78.1358008501627
1303,10946,SHRINGAR CHAWRI,SHRINGAR CHAWRI,Badoli,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ029.JPG,JDHRJ029,,24.958055555555518,75.5936111111111
1304,12043,"Enclosure containing the grave of Lt. Edwards and others, murdered in 1857.","Enclosure containing the grave of Lt. Edwards and others, murdered in 1857.","Northern ridge near Flag Staff Tower, Civil near Naya Bazar and St. Stephen Hospital",North,Delhi,Delhi Mini Circle,DLMDL020.jpg,DLMDL020,DLM020,28.688993767000056,77.21883501900004
1305,12044,Neighbouring Bridge Wazirabad,Neighbouring Bridge Wazirabad,Wazirabad,North,Delhi,Delhi Mini Circle,DLMDL148.jpg,DLMDL148,DLM148,28.71211650715712,77.22821146452883
1306,12045,The mosque at Wazirabad,The mosque at Wazirabad,Wazirabad,North,Delhi,Delhi Mini Circle,DLMDL147.jpg,DLMDL147,DLM147,28.711772539257197,77.22811611991453
1307,12046,The Tomb at Wazirabad,The Tomb at Wazirabad,Wazirabad,North,Delhi,Delhi Mini Circle,DLMDL146.jpg,DLMDL146,DLM147,28.71177715700002,77.22823365100004
1308,12047,Old Lodi Bridge with approaches,Old Lodi Bridge with approaches,Lodi Garden,New Delhi,Delhi,Delhi Mini Circle,DLMDL072.jpg,DLMDL072,DLM072,28.59646857671442,77.22295895077201
1309,10968,ANCIENT MOUNDS,ANCIENT MOUNDS,DHOKAL,HANUMANGARH,Rajasthan,Jodhpur Circle,JDHRJ052.JPG,JDHRJ052,,29.5718555555555,74.2559027777777
1310,10969,FORT BHATNER,FORT BHATNER,HANUMANGARH,HANUMANGARH,Rajasthan,Jodhpur Circle,JDHRJ053.JPG,JDHRJ053,JDH_053,29.58605,74.3253222222222
1311,10970,ANCIENT MOUNDS,ANCIENT MOUNDS,KALIBANGAN,HANUMANGARH,Rajasthan,Jodhpur Circle,JDHRJ054.JPG,JDHRJ054,JDH_054,29.473611111111076,74.13
1312,10971,ANCIENT MOUNDS,ANCIENT MOUNDS,MANAK,HANUMANGARH,Rajasthan,Jodhpur Circle,JDHRJ055.JPG,JDHRJ055,,29.3641583333333,74.0291416666666
1313,10972,ANCIENT MOUNDS,ANCIENT MOUNDS,MUNDA,HANUMANGARH,Rajasthan,Jodhpur Circle,JDHRJ056.JPG,JDHRJ056,,29.466388888888787,74.4013888888888
1314,10973,ANCIENT MOUNDS,ANCIENT MOUNDS,PEER SULTAN,HANUMANGARH,Rajasthan,Jodhpur Circle,JDHRJ057.JPG,JDHRJ057,,29.57263888888881,74.4858361111111
1315,10974,ANCIENT MOUND,ANCIENT MOUND,PILIBANGAN,HANUMANGARH,Rajasthan,Jodhpur Circle,JDHRJ058.JPG,JDHRJ058,JDH_058,29.4977777777777,74.085
1316,10975,FORT  ANCIENT TEMPLES,FORT  ANCIENT TEMPLES,JAISALMER,JAISALMER,Rajasthan,Jodhpur Circle,JDHRJ059.JPG,JDHRJ059,JDH_059,26.912499999999895,70.9125
1317,10976,ANCIENT SITE,ANCIENT SITE,LODRUVA,JAISALMER,Rajasthan,Jodhpur Circle,JDHRJ060.JPG,JDHRJ060,,26.985833333333304,70.8049999999999
1318,10980,"INSCRIPTIONS, PAVILIONS AND TORANAS","INSCRIPTIONS, PAVILIONS AND TORANAS",RAJSAMAND,RAJSAMAND,Rajasthan,Jodhpur Circle,JDHRJ064.JPG,JDHRJ064,,25.068611111111096,73.8761111111111
1319,10981,CHETAK SAMADHI,CHETAK SAMADHI,BALICHA,RAJSAMAND,Rajasthan,Jodhpur Circle,JDHRJ065.JPG,JDHRJ065,JDH_065,24.886861111111102,73.6925
1320,10982,BADSHAHI BAGH,BADSHAHI BAGH,KHAMNOR,RAJSAMAND,Rajasthan,Jodhpur Circle,JDHRJ066.JPG,JDHRJ066,JDH_066,24.900138888888804,73.7168611111111
1321,10983,HALDIGHATI,HALDIGHATI,KHAMNOR,RAJSAMAND,Rajasthan,Jodhpur Circle,JDHRJ067.JPG,JDHRJ067,,24.894972222222208,73.7021388888889
1322,10984,RAKTA TALAI,RAKTA TALAI,KHAMNOR,RAJSAMAND,Rajasthan,Jodhpur Circle,JDHRJ068.JPG,JDHRJ068,JDH_068,24.92038888888878,73.7195
1323,10985,ANCIENT RUINS,ANCIENT RUINS,KALYANPUR,UDAIPUR,Rajasthan,Jodhpur Circle,JDHRJ069.JPG,JDHRJ069,,24.006841666666617,73.7549472222222
1324,10986,SAS BAHU TEMPLE,SAS BAHU TEMPLE,NAGDA,UDAIPUR,Rajasthan,Jodhpur Circle,JDHRJ070.JPG,JDHRJ070,,24.735,73.7161111111111
1325,10987,PALACE OF MAHARANA PRATAP,PALACE OF MAHARANA PRATAP,CHAVAND,UDAIPUR,Rajasthan,Jodhpur Circle,JDHRJ071.JPG,JDHRJ071,JDH_071,24.177055555555498,73.8112777777777
1326,10988,HAWA MAHAL KNOWN AS ROOTHI RANI KA MAHAL,HAWA MAHAL KNOWN AS ROOTHI RANI KA MAHAL,VEERPURA,UDAIPUR,Rajasthan,Jodhpur Circle,JDHRJ072.JPG,JDHRJ072,JDH_072,24.242778862408684,73.96229193782438
1327,10989,MAHAL KNOWN AS HAWA MAHAL,MAHAL KNOWN AS HAWA MAHAL,VEERPURA,UDAIPUR,Rajasthan,Jodhpur Circle,JDHRJ073.JPG,JDHRJ073,JDH_073,24.238333333333287,73.95388888888888
1328,8941,Tomb of Fath Khan,Tomb of Fath Khan,,Maldah,West Bengal,Kolkata Circle,KOLWB090.JPG,KOLWB090,,24.868522222222225,88.13158888888888
1329,10990,ANCIENT MOUNDS,ANCIENT MOUNDS,MATHULA,GANGANAGAR,Rajasthan,Jodhpur Circle,JDHRJ047.JPG,JDHRJ047,,29.233547720041784,73.58154896795561
1330,10924,TOMBS OF ABDULLA KHAN AND HIS WIFE,TOMBS OF ABDULLA KHAN AND HIS WIFE,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ007.JPG,JDHRJ007,JDH_007,26.452353280490783,74.63772668361489
1331,10925,TOMB OF ALLAUDDIN KHAN  SOLA THAMBA,TOMB OF ALLAUDDIN KHAN  SOLA THAMBA,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ008.JPG,JDHRJ008,,26.456225000000003,74.6271777777777
1332,10926,TRIPOLIA GATE,TRIPOLIA GATE,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ009.JPG,JDHRJ009,JDH_009,26.456016666666613,74.6267833333333
1333,10927,KOS MINAR,KOS MINAR,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ010.JPG,JDHRJ010,,26.4775722222222,74.6577638888889
1334,10928,MAGAZINE BUILDING,MAGAZINE BUILDING,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ011.JPG,JDHRJ011,,26.460722222222202,74.6334694444444
1335,10929,KOS MINAR ERECTED BY EMPEROR AKBAR,KOS MINAR ERECTED BY EMPEROR AKBAR,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ012.JPG,JDHRJ012,JDH_012,26.490797036931873,74.67629367706384
1336,10930,BAORI,BAORI,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ013.JPG,JDHRJ013,JDH_013,26.498840836879737,74.67636118048748
1337,10931,KOS MINAR,KOS MINAR,Chatri,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ014.JPG,JDHRJ014,JDH_014,26.565969945069476,74.70669817150166
1338,10932,SARAI,SARAI,Chatri,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ015.JPG,JDHRJ015,JDH_015,26.563586111111114,74.6890055555555
1339,10933,KOS MINAR,KOS MINAR,Ghugra,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ016.JPG,JDHRJ016,JDH_016,26.513950525537382,74.68894214632844
1340,10934,KOS MINAR,KOS MINAR,Hushira,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ017.JPG,JDHRJ017,JDH_017,26.61212502087922,74.74222675849666
1341,10935,KOS MINAR,KOS MINAR,Hushira,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ018.JPG,JDHRJ018,JDH_018,26.637544364087105,74.75495961378505
1342,10936,KOS MINAR,KOS MINAR,Kair,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ019.JPG,JDHRJ019,JDH_019,26.541630555555507,74.6917305555555
